effort_category,occupation,coins_earned,peer_category,bank_category,completed_games,started_games,session_time,games_last_90days,games_last_120days,games_last_150days,games_last_180days,games_last_210days,games_last_240days,games_last_270days,games_last_300days,games_last_330days,games_last_366days,angry_birds,cars,cricket,football,snooker,hockey,uninstalled_next_60d,age_rounded_closest_ten,fun_quotient
MEDIUM,Student,-166,tier ii,Scheduled Private Bank,78,159,2192,10,11,2,8,13,1,0,0,0,0,0,31,11,36,0,0,0,20,2
LOW,Business,-35,tier ii,Scheduled Private Bank,46,334,6580,0,6,13,0,19,8,0,0,0,0,0,40,1,5,0,0,0,30,4
MEDIUM,Private Sector Service,-25,tier ii,Scheduled PSU,68,175,554,7,8,0,16,22,8,0,0,0,0,0,0,12,56,0,0,0,20,2
MEDIUM,Private Sector Service,0,tier i,Scheduled Private Bank,9,18,1,0,0,0,4,3,2,0,0,0,0,0,0,2,7,0,0,1,20,2
MEDIUM,Housewife,17,tier i,Scheduled Private Bank,27,154,141,0,0,0,0,0,0,0,0,0,0,0,0,3,24,0,0,0,30,2
HIGH,Government Service,-18,tier iii,Scheduled PSU,229,3191,60632,39,37,35,29,39,4,0,0,0,0,2,152,18,57,0,0,0,20,2
MEDIUM,Private Sector Service,27,tier iii,Scheduled Private Bank,6,8,40,0,0,1,1,3,1,0,0,0,0,0,0,1,5,0,0,1,20,2
MEDIUM,Private Sector Service,44,tier ii,Scheduled Private Bank,31,58,397,3,2,1,4,14,5,0,0,0,0,0,0,12,19,0,0,0,20,2
MEDIUM,Private Sector Service,-384,tier iii,Scheduled Private Bank,52,742,14840,0,0,4,23,23,0,0,0,0,0,1,36,3,0,2,0,1,20,2
HIGH,0,-13,tier ii,Scheduled PSU,134,768,4654,22,33,21,9,11,0,0,0,0,0,0,0,34,100,0,0,0,40,2
MEDIUM,0,38,tier iii,Scheduled PSU,73,299,5587,10,5,8,9,30,8,0,0,0,0,0,56,8,9,0,0,1,20,2
MEDIUM,0,-392,tier iii,Scheduled PSU,5,20,387,0,0,0,0,4,1,0,0,0,0,0,0,5,0,0,0,1,20,2
MEDIUM,Private Sector Service,43,tier iii,Scheduled Private Bank,30,127,2540,0,0,0,9,6,0,0,0,0,0,0,29,1,0,0,0,0,20,2
LOW,Business,8,tier ii,Scheduled PSU,68,1273,25336,22,0,0,0,0,0,0,0,0,0,0,62,2,4,0,0,0,30,2
MEDIUM,Private Sector Service,3,tier i,Scheduled Private Bank,31,65,976,4,0,0,0,15,0,0,0,0,0,0,14,2,15,0,0,0,30,2
MEDIUM,Private Sector Service,-380,tier ii,Scheduled Private Bank,33,75,1500,9,0,0,0,0,0,0,0,0,0,0,32,1,0,0,0,0,20,3
MEDIUM,Professional,52,tier iii,Scheduled PSU,86,185,592,17,16,12,22,1,0,0,0,0,0,0,0,12,74,0,0,0,20,2
MEDIUM,0,2,tier iii,Scheduled PSU,64,1011,19924,20,11,0,0,0,0,0,0,0,0,0,55,8,1,0,0,0,20,2
MEDIUM,Student,20,tier iii,Scheduled PSU,21,147,2578,0,2,0,0,14,5,0,0,0,0,0,0,19,2,0,0,0,20,1
MEDIUM,Private Sector Service,-60,tier iii,Scheduled PSU,4,13,103,0,0,1,0,0,3,0,0,0,0,0,0,4,0,0,0,1,20,2
MEDIUM,Private Sector Service,86,tier iii,Regional Rural banks,101,1178,23160,16,21,17,17,13,0,0,0,0,0,0,89,3,9,0,0,0,30,2
LOW,Private Sector Service,-1,tier ii,Scheduled Private Bank,41,86,66,8,1,9,8,7,0,0,0,0,0,0,0,12,29,0,0,0,20,4
MEDIUM,Private Sector Service,0,tier ii,Scheduled Private Bank,7,11,6,0,0,0,0,4,3,0,0,0,0,0,0,3,4,0,0,1,20,2
MEDIUM,Private Sector Service,-4,tier iii,Scheduled PSU,21,35,109,1,1,3,2,2,1,0,0,0,0,0,0,6,15,0,0,0,30,2
LOW,Private Sector Service,-6,tier i,Scheduled Private Bank,86,246,217,18,4,14,15,10,0,0,0,0,0,0,0,12,74,0,0,1,30,4
MEDIUM,Private Sector Service,-1,tier iii,Scheduled Private Bank,5,9,0,1,0,0,0,2,0,0,0,0,0,0,0,2,3,0,0,0,20,2
MEDIUM,Private Sector Service,-2,tier ii,Scheduled PSU,30,44,15,4,4,7,4,3,2,0,0,0,0,0,0,1,29,0,0,1,20,2
LOW,Business,2397,tier iii,Scheduled PSU,202,3175,41696,37,24,26,30,22,4,0,0,0,0,0,0,101,101,0,0,0,20,2
MEDIUM,0,0,tier iii,Scheduled PSU,3,4,0,0,0,0,2,0,1,0,0,0,0,0,0,1,2,0,0,1,20,2
MEDIUM,Private Sector Service,12,tier ii,Scheduled PSU,53,137,1352,7,1,4,6,11,1,0,0,0,0,0,13,4,36,0,0,0,20,2
LOW,Business,-3,tier iii,Scheduled PSU,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,20,2
MEDIUM,Private Sector Service,23,tier iii,Scheduled PSU,108,360,6675,21,15,2,0,0,0,0,0,0,0,0,69,11,9,19,0,0,20,2
MEDIUM,Private Sector Service,-363,tier iii,Scheduled PSU,13,142,2711,0,0,3,10,0,0,0,0,0,0,0,6,3,4,0,0,1,40,2
MEDIUM,Government Service,-11,tier iii,Scheduled PSU,114,535,9152,21,27,9,8,13,1,0,0,0,0,2,79,4,29,0,0,0,30,3
MEDIUM,Private Sector Service,1098,tier iii,Scheduled Private Bank,58,181,3332,10,10,4,12,9,3,0,0,0,0,0,53,1,4,0,0,1,20,3
MEDIUM,Private Sector Service,1,tier iii,Scheduled Private Bank,22,35,4,0,0,2,6,10,3,0,0,0,0,0,0,1,21,0,0,0,20,2
MEDIUM,Private Sector Service,-34,tier iii,Scheduled Private Bank,11,51,257,0,0,0,2,7,0,0,0,0,0,0,0,11,0,0,0,1,20,2
MEDIUM,Private Sector Service,-77,tier iii,Scheduled Private Bank,3,5,31,0,2,1,0,0,0,0,0,0,0,0,0,2,1,0,0,1,30,2
MEDIUM,Agriculturist,-8,tier iii,scheduled payments bank,92,327,1258,1,5,15,18,21,0,0,0,0,0,0,0,77,15,0,0,0,20,2
LOW,Professional,-127,tier iii,Scheduled PSU,37,194,3251,0,6,18,8,4,1,0,0,0,0,0,0,28,9,0,0,1,30,2
MEDIUM,Private Sector Service,-168,tier iii,Scheduled PSU,60,497,8404,0,15,7,12,21,5,0,0,0,0,0,0,53,7,0,0,1,20,2
MEDIUM,Public Sector,0,tier iii,Scheduled PSU,10,26,10,0,0,0,0,5,5,0,0,0,0,0,0,7,3,0,0,1,20,2
MEDIUM,Student,-1,tier i,Scheduled PSU,6,47,37,0,0,0,0,2,4,0,0,0,0,0,0,5,1,0,0,1,20,2
MEDIUM,Private Sector Service,2,tier ii,Scheduled Private Bank,7,19,5,0,0,0,0,4,3,0,0,0,0,0,0,1,6,0,0,0,30,2
MEDIUM,Government Service,1,tier iii,Scheduled PSU,10,18,169,1,0,0,1,4,3,0,0,0,0,0,2,3,5,0,0,1,20,2
MEDIUM,Private Sector Service,30,tier iii,Scheduled PSU,40,77,61,15,5,0,0,10,2,0,0,0,0,0,0,2,38,0,0,0,20,2
MEDIUM,Private Sector Service,-67,tier iii,Scheduled PSU,4,8,86,0,0,0,0,4,0,0,0,0,0,0,0,2,2,0,0,1,20,1
LOW,Business,-53,tier i,Scheduled PSU,20,31,40,8,1,0,0,5,1,0,0,0,0,0,0,1,19,0,0,0,20,2
MEDIUM,Public Sector,0,tier ii,Scheduled PSU,24,163,2787,11,10,0,0,0,0,0,0,0,0,0,0,3,12,9,0,0,30,2
MEDIUM,Government Service,-12,tier iii,Scheduled PSU,18,58,705,0,0,0,1,12,5,0,0,0,0,0,0,15,3,0,0,1,20,2
LOW,Business,7,tier iii,Regional Rural banks,89,206,2279,5,10,15,7,15,1,0,0,0,0,0,25,4,60,0,0,0,30,2
MEDIUM,Private Sector Service,0,tier iii,Scheduled PSU,13,22,0,3,0,0,0,0,2,0,0,0,0,0,0,1,12,0,0,0,20,2
LOW,Business,7,tier iii,Scheduled PSU,4,10,109,0,0,0,0,3,1,0,0,0,0,0,0,4,0,0,0,1,20,1
MEDIUM,Private Sector Service,2,tier iii,Scheduled PSU,26,39,9,4,0,0,10,9,0,0,0,0,0,0,0,1,25,0,0,0,20,2
MEDIUM,Housewife,-417,tier ii,Scheduled Private Bank,136,868,17360,20,17,14,21,28,3,0,0,0,0,2,113,2,0,0,0,0,20,2
MEDIUM,Professional,0,tier i,Scheduled Private Bank,18,37,4,0,0,0,2,13,3,0,0,0,0,0,0,2,16,0,0,1,20,2
MEDIUM,Housewife,-840,tier iii,Small Finance bank,2,6,120,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,1,20,2
MEDIUM,Private Sector Service,4,tier ii,Scheduled PSU,43,141,2411,13,1,6,0,0,0,0,0,0,0,0,26,6,11,0,0,0,30,2
MEDIUM,Housewife,-3050,tier iii,Scheduled PSU,10,17,164,1,0,0,0,7,2,0,0,0,0,0,0,4,6,0,0,1,40,2
MEDIUM,Private Sector Service,19,tier iii,Scheduled PSU,28,58,399,0,0,0,10,15,3,0,0,0,0,0,0,10,18,0,0,1,20,2
MEDIUM,Private Sector Service,0,tier ii,Scheduled PSU,13,28,5,7,0,0,0,3,3,0,0,0,0,0,0,2,11,0,0,1,20,2
MEDIUM,Private Sector Service,-7,tier i,Scheduled PSU,23,78,90,0,4,5,0,4,2,0,0,0,0,0,0,4,19,0,0,0,20,2
MEDIUM,0,0,tier ii,Scheduled PSU,19,45,205,1,0,0,1,7,6,0,0,0,0,0,4,3,12,0,0,0,30,2
MEDIUM,Government Service,1,tier iii,Scheduled Private Bank,76,178,163,11,17,14,6,12,0,0,0,0,0,0,0,3,73,0,0,0,30,2
MEDIUM,Government Service,1,tier iii,Scheduled PSU,38,278,1482,1,1,1,3,23,4,0,0,0,0,0,0,32,6,0,0,1,40,2
HIGH,Retired,-49,tier iii,Scheduled PSU,120,501,6811,30,24,7,9,17,2,0,0,0,0,0,0,56,64,0,0,0,40,2
MEDIUM,Private Sector Service,-4,tier iii,Scheduled Private Bank,28,67,53,4,1,11,1,0,0,0,0,0,0,0,0,2,26,0,0,0,20,3
MEDIUM,Private Sector Service,23,tier iii,Scheduled PSU,43,100,744,9,4,7,6,15,0,0,0,0,0,0,9,3,31,0,0,0,20,2
LOW,Business,55,tier iii,Scheduled PSU,9,45,900,0,0,8,1,0,0,0,0,0,0,0,0,9,0,0,0,1,20,1
LOW,Business,0,tier iii,Scheduled PSU,4,7,1,4,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,20,3
MEDIUM,Public Sector,-3,tier ii,scheduled payments bank,24,65,89,8,0,0,5,9,2,0,0,0,0,0,0,19,5,0,0,1,20,2
MEDIUM,Private Sector Service,-196,tier ii,Scheduled PSU,10,38,758,0,0,0,5,5,0,0,0,0,0,0,4,6,0,0,0,1,20,2
MEDIUM,Government Service,0,tier iii,Scheduled Private Bank,51,142,1400,8,0,0,7,12,2,0,0,0,0,0,14,8,29,0,0,0,20,3
LOW,Business,151,tier iii,Scheduled Private Bank,53,166,2280,26,7,1,4,3,0,0,0,0,0,0,21,3,29,0,0,0,20,2
MEDIUM,Private Sector Service,3,tier ii,Scheduled PSU,51,142,2201,9,7,4,6,9,0,0,0,0,0,0,24,2,25,0,0,0,20,2
MEDIUM,Private Sector Service,-506,tier iii,Scheduled Private Bank,41,214,3344,0,0,1,11,24,4,0,0,0,0,0,10,13,18,0,0,0,30,2
MEDIUM,Private Sector Service,-5,tier i,Scheduled PSU,119,533,9571,29,22,25,5,10,0,0,0,0,0,0,87,3,29,0,0,0,20,2
MEDIUM,Housewife,0,tier iii,Scheduled PSU,37,165,3168,0,6,4,9,15,3,0,0,0,0,0,32,1,4,0,0,1,40,2
MEDIUM,Student,2,tier ii,Scheduled PSU,7,16,10,1,0,0,0,4,2,0,0,0,0,0,0,1,6,0,0,1,20,2
LOW,Business,-49,tier i,Scheduled Private Bank,88,690,13791,27,15,0,0,0,0,0,0,0,0,0,87,1,0,0,0,0,20,2
LOW,Business,-18,tier iii,Scheduled PSU,59,152,1228,11,9,10,6,9,2,0,0,0,0,0,16,5,38,0,0,0,20,2
MEDIUM,Private Sector Service,-8,tier iii,Scheduled PSU,15,33,111,0,0,0,2,13,0,0,0,0,0,0,0,8,7,0,0,0,20,2
MEDIUM,Government Service,235,tier iii,Scheduled PSU,60,169,926,1,4,0,7,27,3,0,0,0,0,0,0,11,49,0,0,0,30,3
MEDIUM,0,186,tier iii,Scheduled PSU,88,743,14860,9,3,19,18,4,0,0,0,0,0,0,84,4,0,0,0,0,30,2
MEDIUM,Private Sector Service,15,tier iii,Scheduled PSU,5,20,64,0,0,0,0,4,1,0,0,0,0,0,0,5,0,0,0,1,20,2
MEDIUM,Others,0,tier iii,Scheduled PSU,14,41,32,0,0,0,0,13,1,0,0,0,0,0,0,8,6,0,0,1,20,2
MEDIUM,0,-2,tier iii,Scheduled PSU,3,4,4,0,0,0,0,1,2,0,0,0,0,0,0,1,2,0,0,1,20,2
MEDIUM,Housewife,-126,tier iii,Scheduled Private Bank,117,780,15512,6,28,36,21,22,4,0,0,0,0,0,93,21,0,0,0,1,40,2
MEDIUM,Business,-42,tier ii,Scheduled PSU,74,276,801,24,0,0,0,7,1,0,0,0,0,0,0,38,36,0,0,1,20,2
MEDIUM,Private Sector Service,35,tier ii,Scheduled Private Bank,11,15,94,0,0,0,0,7,2,0,0,0,0,0,0,3,7,1,0,1,20,2
MEDIUM,Public Sector,-1094,tier ii,Scheduled PSU,30,248,4915,0,0,0,10,20,0,0,0,0,0,0,0,30,0,0,0,0,20,2
MEDIUM,0,-15,tier ii,Scheduled Private Bank,8,15,163,0,0,3,0,0,0,0,0,0,0,0,0,5,3,0,0,1,20,2
MEDIUM,Private Sector Service,-21,tier iii,Scheduled PSU,3,80,300,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,1,40,2
LOW,Professional,0,tier iii,Scheduled PSU,56,156,2640,0,4,9,4,4,3,0,0,0,0,0,43,1,12,0,0,0,20,2
MEDIUM,Private Sector Service,0,tier iii,scheduled payments bank,18,32,13,8,0,0,0,0,0,0,0,0,0,0,0,2,16,0,0,0,20,2
MEDIUM,Business,25,tier iii,Scheduled PSU,60,197,1745,3,2,11,13,26,2,0,0,0,0,0,19,4,37,0,0,0,20,2
LOW,Business,-80,tier ii,Scheduled Private Bank,75,589,11680,12,21,13,3,19,2,0,0,0,0,0,69,1,5,0,0,0,20,3
MEDIUM,0,-202,tier iii,Scheduled PSU,33,115,1897,1,1,1,0,9,1,0,0,0,0,0,12,10,11,0,0,0,20,1
MEDIUM,0,0,tier iii,Scheduled PSU,20,28,1,3,3,0,0,8,1,0,0,0,0,0,0,1,19,0,0,0,20,2
MEDIUM,Business,0,tier iii,Scheduled Private Bank,19,98,1761,0,1,7,6,5,0,0,0,0,0,0,11,2,6,0,0,1,20,2
LOW,Business,30,tier iii,Scheduled PSU,12,58,823,0,3,0,0,9,0,0,0,0,0,0,2,10,0,0,0,1,20,2
MEDIUM,Private Sector Service,0,tier i,Scheduled Private Bank,20,29,0,1,3,1,4,6,2,0,0,0,0,0,0,1,19,0,0,1,20,2
HIGH,0,-310,tier ii,Scheduled PSU,137,1261,25143,8,23,24,16,24,5,0,0,0,0,0,119,16,2,0,0,0,20,2
MEDIUM,Government Service,-41,tier iii,Scheduled PSU,85,332,4861,4,19,6,12,9,0,0,0,0,0,0,44,39,2,0,0,0,20,2
LOW,Business,19,tier iii,Scheduled Private Bank,11,19,138,1,0,4,3,3,0,0,0,0,0,0,0,2,9,0,0,1,20,2
LOW,Business,0,tier iii,Scheduled PSU,2,3,2,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,20,2
MEDIUM,Housewife,5,tier ii,Scheduled PSU,64,337,6709,0,6,16,15,21,2,0,0,0,0,0,63,1,0,0,0,0,30,2
MEDIUM,0,2,tier iii,Scheduled PSU,2,84,26,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,1,20,2
MEDIUM,0,0,tier iii,Scheduled PSU,73,678,13304,5,17,14,13,21,1,0,0,0,0,0,63,1,9,0,0,0,20,2
MEDIUM,Private Sector Service,11,tier iii,Scheduled Private Bank,154,699,13260,34,27,2,5,23,3,0,0,0,0,4,129,3,18,0,0,0,20,3
MEDIUM,Housewife,0,tier ii,Scheduled PSU,92,195,2,11,12,10,13,24,2,0,0,0,0,0,0,4,88,0,0,0,20,2
LOW,Business,3,tier iii,Scheduled PSU,60,108,40,18,10,5,13,6,1,0,0,0,0,0,0,1,59,0,0,1,40,2
MEDIUM,0,50,tier iii,Scheduled PSU,26,88,1173,2,0,0,1,16,2,0,0,0,0,0,7,5,14,0,0,0,20,2
MEDIUM,Private Sector Service,26,tier ii,Scheduled Private Bank,76,177,1000,16,9,2,4,2,0,0,0,0,0,0,2,16,58,0,0,0,20,2
MEDIUM,Private Sector Service,-82,tier iii,Scheduled PSU,47,386,7617,4,1,11,12,16,2,0,0,0,0,1,25,17,1,0,0,1,20,2
MEDIUM,Private Sector Service,-39,tier iii,Scheduled PSU,55,288,5727,7,12,15,15,4,0,0,0,0,0,0,52,3,0,0,0,0,30,2
MEDIUM,Private Sector Service,-78,tier iii,Scheduled PSU,33,56,318,2,3,6,2,11,0,0,0,0,0,0,5,3,25,0,0,1,20,2
MEDIUM,Student,-22,tier ii,Scheduled PSU,45,210,3802,0,0,0,10,31,4,0,0,0,0,0,15,28,2,0,0,1,20,2
MEDIUM,Government Service,-330,tier iii,Scheduled PSU,137,1133,22508,15,33,36,15,23,0,0,0,0,0,0,122,8,7,0,0,0,20,3
MEDIUM,Private Sector Service,0,tier iii,Scheduled PSU,14,15,1,9,0,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0,20,2
MEDIUM,Private Sector Service,-745,tier iii,Scheduled Private Bank,8,127,2220,0,0,2,0,6,0,0,0,0,0,0,0,8,0,0,0,1,20,3
MEDIUM,Government Service,29,tier iii,Scheduled PSU,16,92,1589,0,0,0,7,7,2,0,0,0,0,0,4,8,4,0,0,1,20,2
LOW,Business,6,tier iii,Scheduled Private Bank,6,18,153,0,0,0,0,5,1,0,0,0,0,0,0,4,2,0,0,1,20,3
MEDIUM,Student,18,tier ii,Scheduled PSU,8,57,318,0,0,0,0,6,2,0,0,0,0,0,0,5,3,0,0,1,40,2
MEDIUM,Others,-272,tier i,Scheduled PSU,26,350,6583,0,0,0,15,11,0,0,0,0,0,0,0,26,0,0,0,1,30,2
LOW,Business,0,tier iii,Scheduled PSU,13,29,2,0,0,0,1,9,3,0,0,0,0,0,0,1,12,0,0,1,30,2
HIGH,0,66,tier iii,Scheduled PSU,14,20,87,0,1,0,6,5,2,0,0,0,0,0,0,4,10,0,0,0,20,2
LOW,Business,-88,tier iii,Scheduled PSU,8,54,1074,0,0,0,0,7,1,0,0,0,0,0,7,1,0,0,0,1,20,2
MEDIUM,Private Sector Service,342,tier iii,Scheduled PSU,27,224,4369,0,0,0,6,21,0,0,0,0,0,0,6,21,0,0,0,1,20,2
MEDIUM,Government Service,2,tier iii,Scheduled PSU,11,23,9,0,0,0,0,8,3,0,0,0,0,0,0,3,8,0,0,1,30,2
MEDIUM,Agriculturist,-28,tier iii,Scheduled PSU,17,70,1382,0,0,0,7,9,1,0,0,0,0,0,9,8,0,0,0,1,20,2
HIGH,0,145,tier iii,Scheduled PSU,11,24,480,0,0,2,0,2,0,0,0,0,0,0,10,1,0,0,0,1,20,2
MEDIUM,Public Sector,56,tier ii,Other,102,971,18597,22,11,18,19,20,1,0,0,0,0,0,74,10,18,0,0,0,20,2
HIGH,Others,-554,tier iii,Scheduled PSU,89,576,9815,6,20,20,15,27,1,0,0,0,0,0,0,62,27,0,0,1,20,2
LOW,Private Sector Service,63,tier iii,Scheduled PSU,2,6,19,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,1,20,4
MEDIUM,Private Sector Service,-5,tier i,Scheduled PSU,47,149,2320,12,7,1,3,12,0,0,0,0,0,0,16,6,25,0,0,0,30,2
MEDIUM,Public Sector,-12,tier iii,Scheduled PSU,29,110,319,1,0,1,6,18,2,0,0,0,0,0,0,27,2,0,0,1,30,2
LOW,Business,-8,tier iii,Scheduled PSU,26,44,88,7,0,0,0,6,0,0,0,0,0,0,0,5,21,0,0,0,20,2
MEDIUM,Student,4,tier ii,Scheduled PSU,66,139,66,9,15,5,6,13,0,0,0,0,0,0,0,6,60,0,0,0,20,2
MEDIUM,Private Sector Service,0,tier iii,Scheduled PSU,5,8,3,0,1,0,1,1,2,0,0,0,0,0,0,1,4,0,0,1,20,2
MEDIUM,Private Sector Service,-87,tier iii,Scheduled PSU,95,422,8032,20,16,19,19,12,0,0,0,0,0,0,23,66,6,0,0,0,30,2
LOW,Private Sector Service,-50,tier iii,Scheduled Private Bank,64,99,456,7,13,0,11,16,0,0,0,0,0,0,0,10,54,0,0,0,20,4
MEDIUM,Housewife,34,tier iii,Scheduled PSU,43,75,160,7,7,6,2,12,0,0,0,0,0,0,0,3,40,0,0,0,40,2
LOW,Private Sector Service,-428,tier iii,Scheduled PSU,49,86,1120,8,14,0,0,0,0,0,0,0,0,0,0,25,24,0,0,0,30,4
MEDIUM,Public Sector,15,tier ii,Scheduled PSU,25,54,340,4,1,3,2,7,1,0,0,0,0,0,0,5,20,0,0,0,30,2
MEDIUM,Public Sector,-1221,tier iii,Scheduled PSU,162,2320,46173,35,18,27,20,19,0,0,0,0,0,2,141,10,6,0,0,0,20,3
MEDIUM,Private Sector Service,201,tier iii,Scheduled PSU,35,46,120,11,3,1,0,1,2,0,0,0,0,0,0,2,33,0,0,0,30,2
MEDIUM,Public Sector,-1,tier iii,Scheduled PSU,5,6,5,2,1,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,20,3
MEDIUM,Government Service,166,tier ii,Scheduled PSU,152,729,5847,26,16,19,20,29,2,0,0,0,0,0,24,27,101,0,0,0,30,2
MEDIUM,Student,2,tier iii,Scheduled PSU,35,303,4667,0,5,13,0,15,1,0,0,0,0,0,23,10,2,0,0,0,20,2
MEDIUM,Private Sector Service,0,tier iii,Scheduled PSU,6,9,2,0,0,0,0,4,2,0,0,0,0,0,0,3,3,0,0,0,20,2
MEDIUM,Private Sector Service,7,tier iii,Scheduled Private Bank,34,121,2391,0,0,0,0,13,2,0,0,0,0,0,33,1,0,0,0,0,20,2
MEDIUM,Private Sector Service,-2839,tier ii,Scheduled PSU,65,372,6815,0,0,12,21,24,8,0,0,0,0,0,0,48,17,0,0,1,20,2
MEDIUM,Agriculturist,0,tier iii,Scheduled PSU,92,1842,36493,10,17,13,11,9,5,0,0,0,0,0,91,1,0,0,0,0,30,2
MEDIUM,Private Sector Service,337,tier ii,Small Finance bank,274,775,12716,34,41,42,36,35,9,0,0,0,0,0,160,37,77,0,0,0,30,2
MEDIUM,Housewife,-877,tier iii,Scheduled PSU,148,799,15977,6,15,15,28,38,9,0,0,0,0,0,122,4,0,0,0,0,20,2
MEDIUM,Government Service,-1,tier iii,Scheduled Private Bank,24,32,143,6,4,3,0,5,2,0,0,0,0,0,2,1,21,0,0,1,30,3
MEDIUM,0,-12,tier ii,Scheduled PSU,57,408,8027,6,16,6,0,10,7,0,0,0,0,0,52,1,4,0,0,0,20,2
MEDIUM,Private Sector Service,-4,tier iii,Scheduled PSU,8,89,1406,0,1,0,0,3,4,0,0,0,0,0,0,8,0,0,0,1,20,2
MEDIUM,Private Sector Service,-263,tier iii,Scheduled PSU,12,23,120,0,0,0,1,11,0,0,0,0,0,0,0,3,9,0,0,0,20,2
MEDIUM,Private Sector Service,-59,tier iii,Foreign banks,47,122,1439,0,2,8,23,12,1,0,0,0,0,0,0,26,21,0,0,0,20,2
MEDIUM,0,-9,tier ii,Scheduled PSU,40,117,40,7,5,5,6,7,3,0,0,0,0,0,0,1,39,0,0,0,20,2
MEDIUM,Professional,-146,tier ii,Scheduled PSU,79,393,7591,8,9,10,13,18,3,0,0,0,0,0,65,11,3,0,0,0,20,1
MEDIUM,Private Sector Service,214,tier iii,Small Finance bank,98,691,13498,7,5,4,17,24,4,0,0,0,0,0,81,13,4,0,0,0,30,3
MEDIUM,Private Sector Service,138,tier iii,Scheduled PSU,63,508,9809,19,2,1,1,15,7,0,0,0,0,0,54,7,2,0,0,1,20,2
MEDIUM,0,1,tier iii,Scheduled PSU,4,6,2,0,0,0,2,2,0,0,0,0,0,0,0,1,3,0,0,1,20,2
MEDIUM,Private Sector Service,329,tier iii,Scheduled PSU,26,58,494,3,8,9,0,3,0,0,0,0,0,0,0,6,20,0,0,1,20,2
LOW,Private Sector Service,25,tier iii,Scheduled Private Bank,26,78,1495,0,0,0,6,11,9,0,0,0,0,0,20,2,2,2,0,1,20,4
MEDIUM,Housewife,-8,tier iii,Scheduled PSU,11,15,37,0,0,0,0,6,2,0,0,0,0,0,0,2,9,0,0,0,20,2
MEDIUM,Private Sector Service,-46,tier iii,Scheduled PSU,95,615,4718,7,15,22,21,26,3,0,0,0,0,0,0,70,25,0,0,1,20,2
MEDIUM,Private Sector Service,-7,tier iii,Scheduled Private Bank,20,91,533,0,0,0,0,15,5,0,0,0,0,0,0,20,0,0,0,1,20,2
MEDIUM,Government Service,-20,tier iii,Scheduled PSU,50,364,7171,15,8,3,4,13,0,0,0,0,0,0,46,4,0,0,0,0,20,2
MEDIUM,0,-126,tier iii,Scheduled PSU,6,18,360,0,0,1,0,5,0,0,0,0,0,0,1,5,0,0,0,1,20,2
MEDIUM,Private Sector Service,1,tier iii,Scheduled Private Bank,14,58,1122,0,0,0,0,12,2,0,0,0,0,0,13,1,0,0,0,1,30,2
MEDIUM,Government Service,184,tier iii,Scheduled PSU,53,979,19338,4,0,0,16,27,6,0,0,0,0,0,41,12,0,0,0,1,20,3
MEDIUM,Private Sector Service,1,tier iii,Scheduled PSU,10,18,25,0,0,0,0,9,1,0,0,0,0,0,0,6,4,0,0,1,30,2
MEDIUM,Private Sector Service,-123,tier ii,Scheduled Private Bank,15,84,1536,0,0,0,0,14,1,0,0,0,0,0,0,15,0,0,0,0,20,2
LOW,Business,8,tier iii,Scheduled Private Bank,27,50,18,1,0,3,4,14,1,0,0,0,0,0,0,1,26,0,0,0,30,3
HIGH,Retired,47,tier iii,Small Finance bank,84,355,73,17,11,4,6,12,2,0,0,0,0,0,0,2,82,0,0,0,40,2
MEDIUM,Student,123,tier iii,Scheduled PSU,4,23,460,0,1,3,0,0,0,0,0,0,0,0,3,1,0,0,0,1,40,2
MEDIUM,Agriculturist,-175,tier iii,Scheduled PSU,142,1929,38019,15,22,23,28,35,1,0,0,0,0,1,102,38,1,0,0,0,20,2
MEDIUM,Housewife,-19,tier iii,Regional Rural banks,32,176,3061,0,2,18,8,0,0,0,0,0,0,0,18,5,9,0,0,0,40,2
MEDIUM,Private Sector Service,107,tier iii,Scheduled Private Bank,93,599,11202,17,4,1,0,14,2,0,0,0,0,0,51,22,19,0,0,0,20,2
LOW,Business,-276,tier i,Small Finance bank,139,696,12960,27,28,19,13,4,0,0,0,0,0,0,0,101,38,0,0,0,20,2
MEDIUM,Housewife,-207,tier iii,Scheduled Private Bank,10,13,40,2,1,0,3,1,1,0,0,0,0,0,0,1,9,0,0,1,30,2
MEDIUM,Private Sector Service,11,tier iii,Scheduled PSU,69,189,595,2,10,21,9,21,6,0,0,0,0,0,0,10,59,0,0,0,20,2
MEDIUM,Private Sector Service,0,tier iii,Small Finance bank,6,12,3,0,0,0,0,3,3,0,0,0,0,0,0,2,4,0,0,1,20,2
MEDIUM,Private Sector Service,123,tier iii,Scheduled PSU,35,140,2800,7,7,9,2,7,0,0,0,0,0,0,34,1,0,0,0,0,20,2
